ID;SABOR;VALOR;ESTADO;TIPO;DATA;FORMA DE PAGAMENTO
1754;calabresa com cream cheese;22;Bahia;frita;25/09/2023;CRÉDITO
1755;frango com queijo;16;Alagoas;assada;31/08/2023;DÉBITO
1756;frango;11;Rio Grande do Sul;frita;26/08/2022;DÉBITO
1757;calabresa com cream cheese;22;Maranhão;frita;10/06/2024;PIX
1758;calabresa;9;Alagoas;frita;16/05/2024;PIX
1759;calabresa com cream cheese;22;Rio de Janeiro;assada;10/08/2023;DINHEIRO
1760;pizza;10;Ceará;frita;19/03/2024;CRÉDITO
1761;frango;11;Minas Gerais;assada;01/05/2022;CRÉDITO
1762;calabresa;9;Bahia;frita;26/05/2018;DINHEIRO
1763;frango;11;Bahia;assada;06/07/2023;PIX
1764;frango;11;Ceará;frita;10/03/2023;CRÉDITO
1765;calabresa com queijo;15;Rio de Janeiro;assada;17/09/2024;CRÉDITO
1766;frango com cream cheese;20;Maranhão;frita;18/02/2020;DÉBITO
1767;calabresa com cream cheese;22;São Paulo;frita;01/01/2023;PIX
1768;carne com queijo;17;Rio Grande do Sul;assada;14/12/2023;CRÉDITO
1769;calabresa com queijo;15;São Paulo;frita;27/07/2024;CRÉDITO
1770;frango;11;Rio de Janeiro;assada;15/05/2024;DÉBITO
1771;carne com queijo;17;Minas Gerais;frita;13/10/2019;DÉBITO
1772;frango;11;Bahia;frita;21/05/2024;CRÉDITO
1773;carne com queijo;17;Ceará;assada;01/10/2022;DÉBITO
1774;frango;11;Rio Grande do Sul;frita;03/09/2021;CRÉDITO
1775;calabresa com cream cheese;22;Bahia;frita;05/03/2021;DÉBITO
1776;carne;12;Rio de Janeiro;assada;09/01/2022;PIX
1777;carne;12;Bahia;frita;22/07/2018;DINHEIRO
1778;carne com cream cheese;21;Mato Grosso do Sul;assada;12/07/2022;DÉBITO
1779;carne com cream cheese;21;Ceará;frita;09/08/2021;DINHEIRO
1780;carne com cream cheese;21;Ceará;assada;02/09/2021;DINHEIRO
1781;calabresa com cream cheese;22;Minas Gerais;assada;11/03/2023;PIX
1782;calabresa com queijo;15;Bahia;frita;07/11/2024;DÉBITO
1783;carne com cream cheese;21;Mato Grosso do Sul;assada;10/02/2023;DÉBITO
1784;calabresa com queijo;15;Alagoas;frita;12/05/2024;CRÉDITO
1785;frango;11;Maranhão;frita;05/06/2022;PIX
1786;calabresa com queijo;15;Mato Grosso do Sul;assada;23/06/2022;DINHEIRO
1787;calabresa com queijo;15;Santa Catarina;frita;24/06/2024;DÉBITO
1788;calabresa;9;Mato Grosso do Sul;assada;03/07/2024;DINHEIRO
1789;frango;11;Ceará;frita;24/07/2021;DÉBITO
1790;calabresa com cream cheese;22;Minas Gerais;frita;21/05/2024;DINHEIRO
1791;frango com cream cheese;20;Santa Catarina;assada;10/04/2020;DINHEIRO
1792;frango;11;Maranhão;frita;29/07/2024;PIX
1793;calabresa com queijo;15;Mato Grosso do Sul;assada;23/01/2018;DÉBITO
1794;calabresa com cream cheese;22;Bahia;assada;02/09/2023;PIX
1795;frango;11;Maranhão;assada;25/05/2018;PIX
1796;calabresa com cream cheese;22;Ceará;frita;30/08/2023;DINHEIRO
1797;calabresa com cream cheese;22;Bahia;frita;13/01/2019;PIX
1798;carne com queijo;17;Bahia;assada;10/03/2022;DINHEIRO
1799;frango;11;Ceará;frita;08/03/2024;DÉBITO
1800;calabresa;9;Ceará;frita;28/01/2023;DINHEIRO
1801;frango;11;Alagoas;assada;12/06/2022;CRÉDITO
1802;pizza;10;Minas Gerais;frita;02/06/2023;CRÉDITO
1803;frango com cream cheese;20;Ceará;assada;29/05/2023;DINHEIRO
1804;frango com queijo;16;Santa Catarina;frita;29/09/2019;PIX
1805;calabresa;9;Mato Grosso do Sul;frita;02/10/2019;DÉBITO
1806;frango com cream cheese;20;Ceará;assada;28/07/2018;DINHEIRO
1807;frango;11;Ceará;assada;20/09/2022;PIX
1808;carne com queijo;17;Rio Grande do Sul;frita;19/09/2020;CRÉDITO
1809;pizza;10;São Paulo;frita;21/09/2021;DINHEIRO
1810;carne;12;Maranhão;assada;19/07/2020;CRÉDITO
1811;calabresa com cream cheese;22;Alagoas;assada;06/05/2022;PIX
1812;calabresa com queijo;15;Alagoas;assada;20/08/2019;PIX
1813;frango;11;Bahia;frita;09/12/2021;DÉBITO
1814;frango com cream cheese;20;Mato Grosso do Sul;assada;18/02/2022;DÉBITO
1815;carne;12;São Paulo;assada;20/05/2023;CRÉDITO
1816;calabresa com cream cheese;22;Santa Catarina;frita;01/01/2020;DÉBITO
1817;calabresa;9;Ceará;frita;20/09/2019;CRÉDITO
1818;carne;12;Rio de Janeiro;assada;15/01/2023;CRÉDITO
1819;pizza;10;Rio Grande do Sul;frita;24/11/2019;DINHEIRO
1820;frango com queijo;16;Minas Gerais;frita;07/01/2022;PIX
1821;frango com cream cheese;20;Rio de Janeiro;frita;22/01/2018;CRÉDITO
1822;calabresa com cream cheese;22;São Paulo;frita;08/02/2023;PIX
1823;calabresa com cream cheese;22;Rio Grande do Sul;frita;21/11/2019;CRÉDITO
1824;frango;11;Ceará;assada;10/02/2019;DÉBITO
1825;calabresa com queijo;15;Minas Gerais;frita;19/02/2021;DÉBITO
1826;frango com queijo;16;Maranhão;assada;20/06/2018;DÉBITO
1827;calabresa com queijo;15;Santa Catarina;frita;24/02/2023;PIX
1828;pizza;10;Santa Catarina;frita;08/07/2019;DÉBITO
1829;calabresa com cream cheese;22;Alagoas;frita;24/08/2021;DINHEIRO
1830;frango;11;Santa Catarina;assada;08/06/2022;PIX
1831;carne com cream cheese;21;Bahia;assada;14/11/2023;CRÉDITO
1832;frango;11;Minas Gerais;assada;15/07/2023;PIX
1833;frango com cream cheese;20;Alagoas;frita;16/04/2024;DÉBITO
1834;calabresa com queijo;15;Alagoas;assada;13/09/2019;CRÉDITO
1835;calabresa;9;Rio Grande do Sul;frita;03/03/2019;PIX
1836;calabresa;9;Santa Catarina;frita;11/03/2020;DINHEIRO
1837;frango com cream cheese;20;Maranhão;assada;23/06/2021;DINHEIRO
1838;carne com cream cheese;21;Bahia;assada;13/10/2024;CRÉDITO
1839;pizza;10;Mato Grosso do Sul;frita;20/06/2018;DINHEIRO
1840;calabresa com queijo;15;São Paulo;frita;29/09/2019;DÉBITO
1841;frango com queijo;16;Minas Gerais;frita;18/12/2019;CRÉDITO
1842;frango com cream cheese;20;Minas Gerais;assada;01/09/2023;CRÉDITO
1843;pizza;10;São Paulo;frita;17/10/2021;DÉBITO
1844;carne com cream cheese;21;Maranhão;frita;22/11/2024;PIX
1845;carne com queijo;17;Rio de Janeiro;frita;30/06/2020;DINHEIRO
1846;carne com queijo;17;Mato Grosso do Sul;assada;01/09/2019;CRÉDITO
1847;pizza;10;Ceará;assada;29/10/2021;CRÉDITO
1848;frango;11;Minas Gerais;frita;19/02/2019;DÉBITO
1849;calabresa;9;Rio Grande do Sul;assada;22/02/2019;CRÉDITO
1850;calabresa com cream cheese;22;Rio de Janeiro;assada;26/08/2022;DINHEIRO
1851;calabresa com cream cheese;22;Alagoas;assada;06/10/2024;DÉBITO
1852;pizza;10;Ceará;assada;09/08/2021;CRÉDITO
1853;carne com queijo;17;Mato Grosso do Sul;assada;26/03/2019;PIX
1854;frango com cream cheese;20;São Paulo;frita;06/03/2018;DÉBITO
1855;frango com queijo;16;Alagoas;assada;04/02/2019;DINHEIRO
1856;carne;12;Alagoas;frita;08/12/2022;DINHEIRO
1857;calabresa;9;Mato Grosso do Sul;assada;14/09/2020;DINHEIRO
1858;frango com cream cheese;20;Minas Gerais;assada;25/11/2022;CRÉDITO
1859;frango;11;Mato Grosso do Sul;frita;25/01/2024;DINHEIRO
1860;carne com cream cheese;21;Ceará;assada;12/07/2023;DINHEIRO
1861;carne;12;Santa Catarina;assada;02/01/2024;PIX
1862;pizza;10;Maranhão;assada;30/11/2020;PIX
1863;frango;11;São Paulo;assada;07/10/2018;CRÉDITO
1864;frango com cream cheese;20;Mato Grosso do Sul;assada;27/11/2024;PIX
1865;frango com queijo;16;Ceará;assada;09/11/2021;PIX
1866;pizza;10;Mato Grosso do Sul;frita;08/12/2018;CRÉDITO
1867;pizza;10;Mato Grosso do Sul;frita;06/08/2020;CRÉDITO
1868;frango;11;Bahia;assada;21/02/2023;DINHEIRO
1869;frango com cream cheese;20;Ceará;assada;09/10/2024;DÉBITO
1870;carne com queijo;17;Maranhão;frita;06/09/2018;PIX
1871;calabresa com cream cheese;22;Rio de Janeiro;frita;24/05/2018;DÉBITO
1872;carne com cream cheese;21;São Paulo;frita;05/03/2022;DINHEIRO
1873;carne;12;Ceará;assada;21/03/2020;DINHEIRO
1874;carne;12;Bahia;assada;26/03/2020;PIX
1875;carne com queijo;17;Ceará;assada;28/01/2021;PIX
1876;calabresa;9;São Paulo;assada;10/09/2018;DÉBITO
1877;frango com cream cheese;20;Rio Grande do Sul;frita;21/04/2024;CRÉDITO
1878;frango;11;Ceará;frita;01/12/2022;DINHEIRO
1879;carne;12;São Paulo;assada;22/04/2020;CRÉDITO
1880;frango com queijo;16;Ceará;frita;18/04/2020;PIX
1881;frango com cream cheese;20;Rio de Janeiro;assada;15/04/2019;CRÉDITO
1882;calabresa com cream cheese;22;Rio de Janeiro;frita;29/10/2020;CRÉDITO
1883;frango com cream cheese;20;Maranhão;frita;30/04/2023;DÉBITO
1884;carne;12;Ceará;assada;14/12/2021;PIX
1885;frango com queijo;16;São Paulo;assada;14/03/2019;DINHEIRO
1886;carne;12;Minas Gerais;frita;10/08/2021;PIX
1887;carne com cream cheese;21;Rio Grande do Sul;frita;06/08/2022;CRÉDITO
1888;calabresa com queijo;15;Santa Catarina;frita;26/03/2020;PIX
1889;calabresa com cream cheese;22;Rio de Janeiro;frita;17/02/2018;DINHEIRO
1890;calabresa;9;Rio de Janeiro;assada;18/06/2024;PIX
1891;frango com cream cheese;20;Minas Gerais;frita;17/03/2019;DÉBITO
1892;carne com cream cheese;21;São Paulo;frita;24/05/2021;DÉBITO
1893;frango;11;Santa Catarina;frita;04/01/2022;DÉBITO
1894;frango com cream cheese;20;São Paulo;frita;09/03/2024;DINHEIRO
1895;calabresa com queijo;15;Mato Grosso do Sul;assada;11/02/2022;PIX
1896;carne com queijo;17;Santa Catarina;frita;04/03/2024;CRÉDITO
1897;carne;12;Ceará;assada;29/10/2020;CRÉDITO
1898;frango com queijo;16;Bahia;assada;06/09/2024;CRÉDITO
1899;carne com queijo;17;Minas Gerais;frita;28/09/2020;DÉBITO
1900;carne com cream cheese;21;Alagoas;assada;04/03/2021;CRÉDITO
1901;calabresa;9;Alagoas;frita;30/12/2018;DINHEIRO
1902;carne com queijo;17;Santa Catarina;assada;15/01/2020;CRÉDITO
1903;frango com cream cheese;20;Maranhão;assada;08/05/2022;DÉBITO
1904;frango;11;Rio de Janeiro;assada;24/12/2019;CRÉDITO
1905;frango com cream cheese;20;Santa Catarina;frita;28/11/2022;DINHEIRO
1906;carne com queijo;17;Maranhão;assada;27/12/2019;DINHEIRO
1907;calabresa com cream cheese;22;Ceará;assada;07/02/2019;DÉBITO
1908;frango com cream cheese;20;Alagoas;assada;03/08/2022;DÉBITO
1909;frango com cream cheese;20;Rio de Janeiro;frita;18/08/2022;DÉBITO
1910;carne com cream cheese;21;Ceará;frita;14/08/2024;PIX
1911;pizza;10;Bahia;assada;24/01/2020;CRÉDITO
1912;carne com queijo;17;Rio Grande do Sul;assada;05/04/2022;PIX
1913;carne com cream cheese;21;Santa Catarina;assada;18/06/2019;DINHEIRO
1914;calabresa com queijo;15;Mato Grosso do Sul;frita;24/02/2022;CRÉDITO
1915;pizza;10;Minas Gerais;frita;19/12/2020;DINHEIRO
1916;carne;12;Rio Grande do Sul;assada;03/12/2019;CRÉDITO
1917;carne com cream cheese;21;Mato Grosso do Sul;frita;11/10/2024;DINHEIRO
1918;carne com queijo;17;São Paulo;assada;20/04/2020;DÉBITO
1919;frango com queijo;16;Mato Grosso do Sul;frita;10/07/2019;PIX
1920;carne;12;Santa Catarina;frita;21/06/2024;CRÉDITO
1921;calabresa com cream cheese;22;Santa Catarina;assada;26/01/2020;CRÉDITO
1922;pizza;10;Maranhão;frita;06/05/2023;DINHEIRO
1923;pizza;10;Maranhão;assada;20/10/2020;PIX
1924;calabresa;9;Rio de Janeiro;assada;26/11/2021;DÉBITO
1925;carne com cream cheese;21;São Paulo;assada;05/08/2018;PIX
1926;calabresa com queijo;15;Rio Grande do Sul;assada;20/03/2023;PIX
1927;pizza;10;Santa Catarina;assada;17/08/2020;CRÉDITO
1928;pizza;10;Maranhão;assada;09/08/2018;DINHEIRO
1929;pizza;10;Rio Grande do Sul;assada;02/06/2021;DINHEIRO
1930;frango com queijo;16;Rio Grande do Sul;frita;10/06/2020;PIX
1931;pizza;10;São Paulo;assada;04/12/2024;CRÉDITO
1932;frango;11;Minas Gerais;frita;10/11/2021;DINHEIRO
1933;frango;11;Mato Grosso do Sul;assada;24/05/2020;DINHEIRO
1934;frango com queijo;16;Alagoas;frita;18/09/2018;DINHEIRO
1935;frango com cream cheese;20;Santa Catarina;assada;20/09/2023;DÉBITO
1936;carne;12;Maranhão;frita;28/06/2020;CRÉDITO
1937;calabresa;9;Ceará;frita;29/07/2019;DINHEIRO
1938;calabresa;9;São Paulo;assada;30/07/2023;DÉBITO
1939;frango;11;Maranhão;frita;14/11/2024;DINHEIRO
1940;frango com queijo;16;Rio de Janeiro;frita;16/07/2024;PIX
1941;carne;12;Minas Gerais;frita;27/10/2019;DÉBITO
1942;frango;11;Santa Catarina;assada;12/10/2022;DINHEIRO
1943;calabresa;9;São Paulo;frita;14/04/2019;DÉBITO
1944;calabresa com cream cheese;22;Bahia;assada;01/03/2018;PIX
1945;frango;11;São Paulo;assada;23/01/2018;CRÉDITO
1946;calabresa com queijo;15;Santa Catarina;assada;09/06/2019;DINHEIRO
1947;calabresa com cream cheese;22;Rio de Janeiro;assada;03/06/2019;CRÉDITO
1948;carne;12;São Paulo;assada;27/07/2024;DÉBITO
1949;calabresa com cream cheese;22;Minas Gerais;frita;12/07/2020;CRÉDITO
1950;carne com queijo;17;São Paulo;frita;22/10/2020;DINHEIRO
1951;frango;11;Minas Gerais;assada;10/09/2019;DÉBITO
1952;calabresa com queijo;15;Ceará;frita;20/09/2020;DÉBITO
1953;calabresa com cream cheese;22;Maranhão;assada;02/09/2024;CRÉDITO
1954;frango com cream cheese;20;São Paulo;frita;26/04/2021;PIX
1955;calabresa com cream cheese;22;Maranhão;assada;29/10/2022;DINHEIRO
1956;frango;11;Maranhão;assada;28/12/2024;CRÉDITO
1957;calabresa;9;Ceará;assada;27/08/2018;PIX
1958;frango com cream cheese;20;Rio Grande do Sul;frita;02/07/2023;PIX
1959;calabresa com queijo;15;Santa Catarina;frita;21/08/2020;CRÉDITO
1960;frango;11;Minas Gerais;frita;20/11/2022;CRÉDITO
1961;calabresa;9;São Paulo;frita;11/12/2021;CRÉDITO
1962;carne com queijo;17;Alagoas;assada;28/12/2024;DÉBITO
1963;carne com queijo;17;Alagoas;assada;29/08/2019;DINHEIRO
1964;carne com cream cheese;21;Rio Grande do Sul;assada;21/09/2023;DÉBITO
1965;frango com queijo;16;Bahia;frita;23/04/2021;CRÉDITO
1966;carne;12;Mato Grosso do Sul;frita;23/09/2018;CRÉDITO
1967;frango;11;Bahia;assada;17/02/2019;PIX
1968;carne;12;Bahia;frita;21/02/2023;PIX
1969;calabresa com cream cheese;22;Mato Grosso do Sul;frita;17/01/2020;DINHEIRO
1970;calabresa;9;Mato Grosso do Sul;assada;11/10/2023;CRÉDITO
1971;carne com queijo;17;Ceará;frita;11/07/2020;DINHEIRO
1972;carne com cream cheese;21;Rio Grande do Sul;assada;02/09/2023;DINHEIRO
1973;carne;12;Santa Catarina;assada;08/11/2022;DINHEIRO
1974;pizza;10;Minas Gerais;assada;23/07/2023;CRÉDITO
1975;frango;11;São Paulo;assada;15/03/2021;DINHEIRO
1976;frango com queijo;16;Maranhão;frita;14/10/2018;PIX
1977;carne com cream cheese;21;Ceará;frita;22/02/2019;CRÉDITO
1978;carne;12;Rio Grande do Sul;frita;03/05/2020;DÉBITO
1979;carne com queijo;17;Rio Grande do Sul;frita;24/11/2018;DINHEIRO
1980;calabresa com queijo;15;Maranhão;assada;13/12/2022;DÉBITO
1981;calabresa com queijo;15;Mato Grosso do Sul;assada;30/03/2021;PIX
1982;carne com queijo;17;Ceará;assada;06/01/2021;CRÉDITO
1983;frango com queijo;16;Santa Catarina;frita;24/01/2022;DINHEIRO
1984;pizza;10;Bahia;assada;07/05/2020;PIX
1985;carne com cream cheese;21;Santa Catarina;frita;03/07/2021;CRÉDITO
1986;frango com cream cheese;20;Rio Grande do Sul;assada;05/06/2022;DINHEIRO
1987;carne com cream cheese;21;Santa Catarina;assada;04/07/2024;DINHEIRO
1988;calabresa com queijo;15;São Paulo;frita;13/10/2019;DÉBITO
1989;carne com queijo;17;São Paulo;frita;17/08/2023;PIX
1990;calabresa com cream cheese;22;Santa Catarina;frita;31/08/2022;CRÉDITO
1991;pizza;10;Mato Grosso do Sul;frita;07/06/2021;PIX
1992;calabresa com queijo;15;Bahia;frita;03/05/2019;PIX
1993;frango com queijo;16;São Paulo;frita;09/05/2018;CRÉDITO
1994;pizza;10;Minas Gerais;frita;20/07/2020;CRÉDITO
1995;carne com queijo;17;Bahia;frita;30/07/2022;CRÉDITO
1996;calabresa com cream cheese;22;Alagoas;frita;12/05/2019;DÉBITO
1997;carne com cream cheese;21;Alagoas;assada;26/08/2024;CRÉDITO
1998;frango;11;Maranhão;assada;29/10/2018;DÉBITO
1999;carne com cream cheese;21;Mato Grosso do Sul;assada;01/11/2022;PIX
2000;frango com queijo;16;Minas Gerais;frita;11/12/2024;CRÉDITO
2001;carne;12;Bahia;frita;29/03/2020;DÉBITO
2002;calabresa;9;Bahia;assada;05/08/2018;DINHEIRO
2003;calabresa com queijo;15;Mato Grosso do Sul;assada;02/06/2018;DÉBITO
2004;carne com queijo;17;Rio de Janeiro;assada;08/08/2021;PIX
2005;carne;12;Rio Grande do Sul;assada;27/06/2020;PIX
2006;carne com queijo;17;Bahia;frita;22/03/2023;DÉBITO
2007;frango com queijo;16;Alagoas;assada;08/01/2018;DINHEIRO
2008;calabresa;9;Rio de Janeiro;assada;06/06/2023;DINHEIRO
2009;frango com queijo;16;Bahia;frita;08/10/2020;DINHEIRO
2010;frango com cream cheese;20;Rio Grande do Sul;frita;21/11/2024;PIX
2011;frango com queijo;16;Mato Grosso do Sul;assada;12/02/2023;CRÉDITO
2012;calabresa com cream cheese;22;Mato Grosso do Sul;frita;10/05/2022;DÉBITO
2013;carne;12;São Paulo;assada;18/08/2021;CRÉDITO
2014;carne;12;Mato Grosso do Sul;frita;23/02/2024;DINHEIRO
2015;carne com queijo;17;Alagoas;frita;13/11/2020;DÉBITO
2016;carne com queijo;17;São Paulo;assada;10/11/2020;CRÉDITO
2017;carne com queijo;17;Rio Grande do Sul;assada;27/06/2018;CRÉDITO
2018;frango com cream cheese;20;Alagoas;frita;12/11/2020;DÉBITO
2019;calabresa com queijo;15;Alagoas;assada;19/10/2021;CRÉDITO
2020;calabresa;9;São Paulo;frita;08/06/2021;CRÉDITO
2021;carne com queijo;17;Mato Grosso do Sul;assada;22/09/2021;PIX
2022;carne;12;Rio de Janeiro;frita;16/01/2020;DÉBITO
2023;calabresa com cream cheese;22;Rio Grande do Sul;assada;24/08/2020;CRÉDITO
2024;calabresa com queijo;15;Rio Grande do Sul;assada;02/12/2022;PIX
2025;frango com queijo;16;Bahia;assada;22/02/2023;DÉBITO
2026;pizza;10;Maranhão;frita;18/09/2024;DINHEIRO
2027;calabresa com queijo;15;Alagoas;assada;16/06/2024;DÉBITO
2028;frango com cream cheese;20;Rio de Janeiro;assada;01/05/2022;DÉBITO
2029;carne com queijo;17;Alagoas;frita;23/08/2020;CRÉDITO
2030;calabresa;9;Rio Grande do Sul;frita;09/11/2019;DINHEIRO
2031;calabresa com queijo;15;Minas Gerais;assada;11/12/2021;DINHEIRO
2032;frango com cream cheese;20;São Paulo;frita;16/09/2021;DINHEIRO
2033;frango com queijo;16;São Paulo;assada;19/05/2019;DINHEIRO
2034;pizza;10;Alagoas;frita;18/04/2019;CRÉDITO
2035;frango com queijo;16;Rio de Janeiro;frita;28/07/2024;DÉBITO
2036;carne com queijo;17;Bahia;frita;12/01/2021;DÉBITO
2037;frango com cream cheese;20;Minas Gerais;frita;25/03/2023;CRÉDITO
2038;calabresa com cream cheese;22;Alagoas;frita;29/08/2020;CRÉDITO
2039;frango com cream cheese;20;Bahia;frita;23/02/2022;CRÉDITO
2040;carne com queijo;17;Rio Grande do Sul;assada;22/08/2023;CRÉDITO
2041;frango com queijo;16;Minas Gerais;assada;08/01/2024;DÉBITO
2042;frango com cream cheese;20;Bahia;assada;26/04/2023;CRÉDITO
2043;carne com cream cheese;21;Rio Grande do Sul;assada;30/01/2022;DÉBITO
2044;frango com queijo;16;Ceará;frita;24/09/2019;CRÉDITO
2045;frango com queijo;16;Alagoas;frita;20/11/2022;DÉBITO
2046;carne com queijo;17;São Paulo;frita;29/04/2021;CRÉDITO
2047;calabresa com queijo;15;Bahia;frita;14/02/2022;CRÉDITO
2048;carne;12;Rio de Janeiro;frita;08/10/2019;DÉBITO
2049;frango com queijo;16;Rio Grande do Sul;frita;29/10/2023;DÉBITO
2050;pizza;10;Santa Catarina;assada;27/07/2018;PIX
2051;carne com cream cheese;21;Bahia;frita;19/09/2024;DINHEIRO
2052;calabresa com queijo;15;Rio Grande do Sul;assada;02/05/2018;DÉBITO
2053;frango;11;Santa Catarina;frita;17/01/2024;DINHEIRO
2054;calabresa;9;Rio Grande do Sul;assada;02/01/2023;PIX
2055;pizza;10;Rio Grande do Sul;frita;03/03/2021;CRÉDITO
2056;calabresa com cream cheese;22;Santa Catarina;assada;20/12/2024;DINHEIRO
2057;carne com cream cheese;21;Mato Grosso do Sul;assada;20/03/2020;PIX
2058;frango;11;Santa Catarina;assada;04/10/2019;DÉBITO
2059;frango com cream cheese;20;Bahia;assada;31/12/2020;PIX
2060;pizza;10;Bahia;frita;15/06/2020;DINHEIRO
2061;carne;12;Bahia;frita;23/02/2022;CRÉDITO
2062;frango com queijo;16;Ceará;frita;06/07/2023;DÉBITO
2063;carne com queijo;17;Minas Gerais;assada;15/10/2019;PIX
2064;frango com cream cheese;20;São Paulo;assada;12/09/2024;CRÉDITO
2065;frango com cream cheese;20;Ceará;frita;19/11/2023;DINHEIRO
2066;frango com cream cheese;20;Santa Catarina;frita;10/10/2021;PIX
2067;frango com queijo;16;Rio Grande do Sul;frita;25/08/2024;CRÉDITO
2068;calabresa;9;São Paulo;assada;21/03/2021;DÉBITO
2069;pizza;10;Rio Grande do Sul;frita;23/02/2023;DINHEIRO
2070;frango com queijo;16;Alagoas;assada;09/01/2024;CRÉDITO
2071;frango com cream cheese;20;Mato Grosso do Sul;frita;04/02/2018;PIX
2072;calabresa com cream cheese;22;Minas Gerais;frita;23/10/2019;CRÉDITO
2073;carne com queijo;17;Rio de Janeiro;assada;14/04/2024;CRÉDITO
2074;carne;12;Rio de Janeiro;assada;26/06/2021;DINHEIRO
2075;carne com cream cheese;21;Rio de Janeiro;assada;28/05/2019;PIX
2076;carne com cream cheese;21;Mato Grosso do Sul;frita;10/11/2018;DINHEIRO
2077;frango com cream cheese;20;Alagoas;assada;08/11/2021;CRÉDITO
2078;carne;12;Mato Grosso do Sul;frita;22/09/2022;DÉBITO
2079;frango com cream cheese;20;Minas Gerais;frita;03/08/2019;DINHEIRO
2080;calabresa com queijo;15;Rio de Janeiro;assada;27/01/2024;DÉBITO
2081;calabresa;9;São Paulo;assada;13/05/2020;DINHEIRO
2082;frango com queijo;16;Rio Grande do Sul;frita;13/03/2020;DINHEIRO
2083;carne com queijo;17;Bahia;frita;03/01/2020;CRÉDITO
2084;calabresa com cream cheese;22;Ceará;assada;25/05/2023;DINHEIRO
2085;calabresa;9;Alagoas;frita;06/04/2023;CRÉDITO
2086;calabresa;9;São Paulo;frita;08/10/2024;DINHEIRO
2087;frango com queijo;16;Bahia;assada;03/01/2018;DÉBITO
2088;calabresa com cream cheese;22;Rio de Janeiro;assada;08/08/2023;DINHEIRO
2089;frango com cream cheese;20;Rio de Janeiro;assada;12/12/2022;CRÉDITO
2090;calabresa com cream cheese;22;Santa Catarina;assada;02/02/2023;CRÉDITO
2091;carne com queijo;17;Minas Gerais;assada;08/10/2021;CRÉDITO
2092;carne com queijo;17;São Paulo;assada;23/04/2021;PIX
2093;calabresa;9;São Paulo;frita;29/03/2021;PIX
2094;frango;11;Alagoas;frita;23/02/2023;CRÉDITO
2095;calabresa com queijo;15;Alagoas;frita;04/03/2019;CRÉDITO
2096;calabresa;9;Bahia;frita;18/11/2024;DINHEIRO
2097;frango com cream cheese;20;Rio de Janeiro;frita;22/11/2023;DINHEIRO
2098;calabresa com queijo;15;Rio Grande do Sul;assada;03/04/2018;CRÉDITO
2099;pizza;10;Bahia;frita;25/04/2021;CRÉDITO
2100;calabresa com queijo;15;Minas Gerais;assada;16/03/2021;CRÉDITO
2101;carne com queijo;17;Rio de Janeiro;frita;12/08/2019;DINHEIRO
2102;frango com cream cheese;20;São Paulo;frita;06/01/2024;DINHEIRO
2103;pizza;10;Bahia;frita;14/10/2022;PIX
